DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
210816791,11/18/2021 12:00:00 AM,01/01/2020 12:00:00 AM,0800,08,West LA,0858,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 1251,2,M,O,723,PRIVATE SCHOOL/PRESCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,,,,8800 W  PICO                         BL,,34.0548,-118.3837
200204378,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,2030,02,Rampart,0266,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0913 0329,54,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,745,,,,700    BEACON                       AV,,34.0544,-118.2723
200204380,01/08/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1610,02,Rampart,0231,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0394 0344,27,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,100 S  RENO                         ST,,34.0714,-118.2813
200204384,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1920,02,Rampart,0202,2,624,BATTERY - SIMPLE ASSAULT,0446 0416 1601 1310 0913,38,M,H,104,DRIVEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,900 N  MADISON                      AV,,34.0877,-118.2893
200204388,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1900,02,Rampart,0212,1,121,"RAPE, FORCIBLE",2048 1218 1206 2002 0910 2004 1415 1822 0527 1402,19,F,W,906,MTA - RED LINE - VERMONT/BEVERLY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,VERMONT,BEVERLY,34.0763,-118.2917
200204391,01/09/2020 12:00:00 AM,01/01/2020 12:00:00 AM,2300,02,Rampart,0219,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,900 E  EDGEWARE                     RD,,34.0698,-118.2528
200204392,01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,0100,02,Rampart,0204,1,330,BURGLARY FROM VEHICLE,0344 1307 1609 0329,23,F,W,101,STREET,,,IC,Invest Cont,330,,,,900    SANBORN                      AV,,34.0883,-118.2831
200204399,01/09/2020 12:00:00 AM,01/08/2020 12:00:00 AM,0001,02,Rampart,0238,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,TOLUCA                       ST,1ST                          ST,34.0633,-118.2575
200204410,01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,0600,02,Rampart,0291,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,14TH                         ST,MALVERN                      ST,34.0448,-118.2819
200204420,01/09/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1800,02,Rampart,0249,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,LUCAS                        AV,INGRAHAM                     ST,34.0524,-118.2652
200204430,01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,0715,02,Rampart,0295,2,624,BATTERY - SIMPLE ASSAULT,0602 0416 0561,58,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,624,,,,1400 S  BURLINGTON                   AV,,34.044,-118.28
200204431,01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,0715,02,Rampart,0295,2,434,FALSE IMPRISONMENT,0561,47,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,434,,,,1400 S  BURLINGTON                   AV,,34.044,-118.28
200204434,01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,1030,02,Rampart,0245,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0432 1402 0445 1822,40,F,H,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230,998,,,CARONDELET                   ST,6TH                          ST,34.0614,-118.279
200204436,01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,0930,02,Rampart,0257,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,60,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,500    LOMA                         DR,,34.0574,-118.2675
200204437,01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,1700,02,Rampart,0245,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0443,30,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,930,,,,500 S  CORONADO                     ST,,34.064,-118.2791
211116946,12/30/2021 12:00:00 AM,07/18/2020 12:00:00 AM,1220,11,Northeast,1136,2,354,THEFT OF IDENTITY,0100 0928,39,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,4700 N  MENDOTA                      AV,,34.1174,-118.2102
200409308,05/28/2020 12:00:00 AM,05/28/2020 12:00:00 AM,0100,04,Hollenbeck,0409,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4000    GUARDIA                      AV,,34.0914,-118.1697
221204086,12/15/2021 12:00:00 AM,12/01/2020 12:00:00 AM,0800,12,77th Street,1253,2,354,THEFT OF IDENTITY,0930,24,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2100 W  79TH                         ST,,33.9709,-118.3112
200204450,01/09/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1440,02,Rampart,0236,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,104,DRIVEWAY,,,IC,Invest Cont,420,,,,200 S  WESTLAKE                     AV,,34.0648,-118.2696
200204454,01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,2340,02,Rampart,0299,1,210,ROBBERY,0342 0344 0377 1309 1822 0334 0432 0312 0302,33,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,ALBANY,14TH                         ST,34.0406,-118.2757
200809661,05/19/2020 12:00:00 AM,05/18/2020 12:00:00 AM,1730,08,West LA,0852,1,330,BURGLARY FROM VEHICLE,0344 1822 0321,33,F,W,104,DRIVEWAY,,,IC,Invest Cont,330,,,,1600    BARRY                        AV,,34.0432,-118.4541
200204460,01/10/2020 12:00:00 AM,01/09/2020 12:00:00 AM,1730,02,Rampart,0211,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,ALEXANDRIA                   AV,ROSEWOOD,34.079,-118.2981
200204463,01/10/2020 12:00:00 AM,01/10/2020 12:00:00 AM,0500,02,Rampart,0251,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0305 0444 0913,29,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,2600    WILSHIRE                     BL,,34.0605,-118.2814
200204466,01/10/2020 12:00:00 AM,01/09/2020 12:00:00 AM,1230,02,Rampart,0218,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,ECHO PARK                    AV,PARK                         AV,34.0748,-118.2586
200204470,01/10/2020 12:00:00 AM,01/10/2020 12:00:00 AM,0245,02,Rampart,0246,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0342 0416 0429 1601,32,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,3RD,BONNIE BRAE,34.0625,-118.2714
200204471,01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,1625,02,Rampart,0256,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606,35,M,H,108,PARKING LOT,,,IC,Invest Cont,420,,,,1700 W  6TH                          ST,,34.0573,-118.2699
200204472,01/10/2020 12:00:00 AM,01/09/2020 12:00:00 AM,0930,02,Rampart,0236,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,BEVERLY                      BL,UNION                        AV,34.0647,-118.2658
200204480,01/10/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1930,02,Rampart,0257,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0329 0385,31,F,H,710,OTHER PREMISE,,,IC,Invest Cont,420,,,,400    LOMA                         DR,,34.0582,-118.2669
200204483,01/10/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1530,02,Rampart,0249,2,860,BATTERY WITH SEXUAL CONTACT,0216 1822 0500 0522 0400 0202,33,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,3RD                          ST,BEAUDRY                      AV,34.0567,-118.257
200204484,01/10/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1900,02,Rampart,0275,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 1218 1206 1822,41,M,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,JAMES M WOOD,ALVARADO,34.0534,-118.2788
200204486,01/10/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1800,02,Rampart,0238,1,761,BRANDISH WEAPON,0906 0334 0432 0202 1822,20,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761,,,,100    GLENDALE                     BL,,34.062,-118.2596
200204489,01/10/2020 12:00:00 AM,01/09/2020 12:00:00 AM,2130,02,Rampart,0245,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 0329,33,M,B,101,STREET,,,IC,Invest Cont,330,,,,4TH                          ST,GRAND VIEW,34.0633,-118.2751
200204490,01/10/2020 12:00:00 AM,01/10/2020 12:00:00 AM,0905,02,Rampart,0204,2,664,"BUNCO, PETTY THEFT",0800 0701 0100,26,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,664,,,,800    SANBORN                      AV,,34.0867,-118.2845
200204491,01/10/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1930,02,Rampart,0211,1,330,BURGLARY FROM VEHICLE,0344 1307 1609 0329,39,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,600    HELIOTROPE                   DR,,34.0812,-118.2953
200204492,01/10/2020 12:00:00 AM,01/10/2020 12:00:00 AM,2130,02,Rampart,0281,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",1822 0202 1402 1300,22,M,H,101,STREET,,,IC,Invest Cont,410,,,,GRAND VIEW,12TH,34.0498,-118.2839
202012670,07/27/2020 12:00:00 AM,07/25/2020 12:00:00 AM,1900,20,Olympic,2004,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1606 0344 1300 1822,39,M,O,707,GARAGE/CARPORT,,,IC,Invest Cont,331,,,,4600    ROSEWOOD                     AV,,34.079,-118.3058
200204498,01/11/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1800,02,Rampart,0204,1,330,BURGLARY FROM VEHICLE,1307 0344 0329 1609 1822,31,M,O,101,STREET,,,IC,Invest Cont,330,,,,GOLDEN GATE                  AV,SUNSET                       BL,34.0885,-118.2763
200204500,01/11/2020 12:00:00 AM,01/11/2020 12:00:00 AM,1100,02,Rampart,0235,2,354,THEFT OF IDENTITY,0100 0930 1822,55,F,H,101,STREET,,,IC,Invest Cont,354,,,,2200    BEVERLY                      BL,,34.0671,-118.2713
200204502,01/10/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1915,02,Rampart,0281,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0334 0432 1820 0416 1309 2047 1206 2033,38,M,H,101,STREET,303,BRASS KNUCKLES,IC,Invest Cont,230,,,,1100 S  LAKE                         ST,,34.0508,-118.2819
200204503,01/11/2020 12:00:00 AM,01/11/2020 12:00:00 AM,1040,02,Rampart,0235,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 0329,55,F,H,101,STREET,,,IC,Invest Cont,330,,,,2200    BEVERLY                      BL,,34.0671,-118.2713
200204505,01/10/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1715,02,Rampart,0291,2,624,BATTERY - SIMPLE ASSAULT,1822 0416 0446 1278 0305,48,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1400    COURTLAND                    AV,,34.045,-118.283
200117762,09/11/2020 12:00:00 AM,09/11/2020 12:00:00 AM,0515,01,Central,0192,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1402 0329 2004,0,X,X,710,OTHER PREMISE,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,740,998,,,1400 S  GRAND                        AV,,34.0369,-118.2655
200204508,01/11/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1830,02,Rampart,0261,1,330,BURGLARY FROM VEHICLE,1609 1309 0329,53,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,700 S  CARONDELET                   ST,,34.0584,-118.281
200204509,01/11/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1430,02,Rampart,0237,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1202 0329 1307,60,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,200 S  UNION                        AV,,34.0637,-118.2662
200204511,01/10/2020 12:00:00 AM,01/10/2020 12:00:00 AM,0335,02,Rampart,0246,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,67,F,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,1900 W  3RD                          ST,,34.0619,-118.2702
200204512,01/11/2020 12:00:00 AM,01/11/2020 12:00:00 AM,1220,02,Rampart,0246,1,350,"THEFT, PERSON",0910 1202 0342 0344 0400 1822 0346 0432,63,M,W,124,BUS STOP,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,,,,ALVARADO,WILSHIRE,34.058,-118.2759
200204513,01/11/2020 12:00:00 AM,01/09/2020 12:00:00 AM,2300,02,Rampart,0236,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,28,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,BEVERLY,BONNIE BRAE,34.0656,-118.2679
200604700,01/16/2020 12:00:00 AM,01/15/2020 12:00:00 AM,0001,06,Hollywood,0645,1,330,BURGLARY FROM VEHICLE,0344 0358 1300 1609,35,M,O,101,STREET,,,IC,Invest Cont,330,,,,HAWTHORN                     AV,SYCAMORE                     AV,34.1004,-118.3433
200204517,01/11/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1930,02,Rampart,0249,1,330,BURGLARY FROM VEHICLE,0329 1609 1307 1601 0344,50,M,H,101,STREET,,,IC,Invest Cont,330,,,,3RD                          ST,BOYLSTON,34.0568,-118.2578
200204518,01/11/2020 12:00:00 AM,01/10/2020 12:00:00 AM,2245,02,Rampart,0269,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,28,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1300    JAMES M WOOD                 BL,,34.0508,-118.2683
201015685,12/02/2020 12:00:00 AM,11/22/2020 12:00:00 AM,1900,10,West Valley,1025,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 1602 0385 1300 1202,64,M,W,101,STREET,,,IC,Invest Cont,331,,,,ZELZAH                       AV,GAULT                        ST,34.1993,-118.5225
200204528,01/10/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1725,02,Rampart,0257,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 1822 1300 1309 0334 0432 0302 0443 1312 0919,18,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,6TH                          ST,UNION,34.057,-118.2691
200204529,01/10/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1725,02,Rampart,0257,2,624,BATTERY - SIMPLE ASSAULT,0342 1822 1300 0416 0446 0916 1312 1309 1310,53,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6TH                          ST,UNION,34.057,-118.2691
200204533,01/10/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1500,02,Rampart,0237,1,330,BURGLARY FROM VEHICLE,0344 0377 1609 1307 1601,59,F,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,200    BELMONT                      AV,,34.0646,-118.263
200204536,01/11/2020 12:00:00 AM,01/11/2020 12:00:00 AM,1905,02,Rampart,0211,1,210,ROBBERY,0906 0344 1251 1223 0334 0342 1300 0371 1259 1822,14,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,VERMONT,CLINTON,34.0818,-118.2917
200204541,01/11/2020 12:00:00 AM,01/11/2020 12:00:00 AM,1930,02,Rampart,0251,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 1822 1307 1278,0,X,X,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,7TH                          ST,RAMPART                      BL,34.0594,-118.2832
200204542,01/12/2020 12:00:00 AM,01/12/2020 12:00:00 AM,0145,02,Rampart,0211,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1601 0562 0913 0602 2002,53,M,H,122,"VEHICLE, PASSENGER/TRUCK",308,STICK,AO,Adult Other,745,,,,500 N  KENMORE                      AV,,34.079,-118.2967
200204545,01/12/2020 12:00:00 AM,01/11/2020 12:00:00 AM,1200,02,Rampart,0257,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1500    WILSHIRE                     BL,,34.0546,-118.2684
200204546,01/12/2020 12:00:00 AM,01/12/2020 12:00:00 AM,0300,02,Rampart,0245,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,400    GRAND VIEW                   ST,,34.063,-118.2753
200204547,01/12/2020 12:00:00 AM,01/11/2020 12:00:00 AM,2030,02,Rampart,0219,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,800    DOUGLAS                      ST,,34.0697,-118.255
200204548,01/12/2020 12:00:00 AM,01/11/2020 12:00:00 AM,1800,02,Rampart,0245,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,6TH                          ST,PARK VIEW,34.0612,-118.2785
200204550,01/12/2020 12:00:00 AM,01/08/2020 12:00:00 AM,0800,02,Rampart,0215,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,101,STREET,,,IC,Invest Cont,341,,,,3300 W  TEMPLE                       ST,,34.0757,-118.2777
200204553,01/12/2020 12:00:00 AM,01/12/2020 12:00:00 AM,1400,02,Rampart,0269,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 1813 0913 0334 0445 0446 0416 0369,43,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,700    HARTFORD                     AV,,34.0522,-118.2673
200204557,01/12/2020 12:00:00 AM,01/12/2020 12:00:00 AM,1650,02,Rampart,0247,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0311 0329 0906 1816 1402,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,JA,Juv Arrest,740,998,,,300 S  UNION                        AV,,34.0596,-118.2701
200204559,01/12/2020 12:00:00 AM,01/12/2020 12:00:00 AM,1700,02,Rampart,0266,2,624,BATTERY - SIMPLE ASSAULT,1300 1313 0416 1251 1822 0444,26,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,8TH                          ST,BURLINGTON                   AV,34.0534,-118.2745
200204560,01/12/2020 12:00:00 AM,01/12/2020 12:00:00 AM,1100,02,Rampart,0266,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0334 2000,30,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,236,,,,1600 W  7TH                          ST,,34.0539,-118.2712
200204561,01/11/2020 12:00:00 AM,01/11/2020 12:00:00 AM,2040,02,Rampart,0249,2,624,BATTERY - SIMPLE ASSAULT,0444 0448 1822 1210,27,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600    SAINT PAUL                   AV,,34.0535,-118.2609
200204562,01/11/2020 12:00:00 AM,01/11/2020 12:00:00 AM,2040,02,Rampart,0249,2,624,BATTERY - SIMPLE ASSAULT,0444 1822,30,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600    SAINT PAUL                   AV,,34.0535,-118.2609
200204563,01/12/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1530,02,Rampart,0275,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 1210 0329,43,F,B,101,STREET,,,IC,Invest Cont,330,,,,WESTLAKE                     AV,OLYMPIC                      BL,34.0512,-118.2787
200405556,02/10/2020 12:00:00 AM,02/08/2020 12:00:00 AM,0300,04,Hollenbeck,0423,1,330,BURGLARY FROM VEHICLE,0344 1307,27,F,H,101,STREET,,,IC,Invest Cont,330,,,,MAIN,SICHEL,34.066,-118.2129
200204564,01/12/2020 12:00:00 AM,01/11/2020 12:00:00 AM,1800,02,Rampart,0245,1,330,BURGLARY FROM VEHICLE,0344 0329 1307 1609 1601,43,M,W,101,STREET,,,IC,Invest Cont,330,,,,6TH                          ST,PARK VIEW                    ST,34.0612,-118.2785
200204565,01/12/2020 12:00:00 AM,01/11/2020 12:00:00 AM,2000,02,Rampart,0269,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0329,53,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,700    WITMER                       ST,,34.0524,-118.2678
200204566,01/11/2020 12:00:00 AM,01/11/2020 12:00:00 AM,1300,02,Rampart,0237,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,60,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,200    UNION                        PL,,34.0619,-118.2654
201419399,10/28/2020 12:00:00 AM,10/28/2020 12:00:00 AM,2225,14,Pacific,1466,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300 1606,53,M,H,101,STREET,,,IC,Invest Cont,331,,,,ARIZONA CIR,ARIZONA                      AV,33.9809,-118.396
200112369,05/30/2020 12:00:00 AM,05/29/2020 12:00:00 AM,0352,01,Central,0143,1,310,BURGLARY,1607 0344 1822 1402 0352 1420,0,M,W,201,JEWELRY STORE,,,AO,Adult Other,310,998,,,400 S  BROADWAY,,34.0489,-118.2499
200204569,01/12/2020 12:00:00 AM,01/12/2020 12:00:00 AM,0800,02,Rampart,0212,2,354,THEFT OF IDENTITY,0100 0923 1822,45,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,400 N  VIRGIL                       AV,,34.0777,-118.2868
200204570,01/12/2020 12:00:00 AM,01/12/2020 12:00:00 AM,2000,02,Rampart,0218,1,210,ROBBERY,0344 1218 0416 0446 0429 0444 0417 0342 0359 1822,44,M,W,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,700    ECHO PARK                    AV,,34.0713,-118.2597
200507729,03/29/2020 12:00:00 AM,03/27/2020 12:00:00 AM,1700,05,Harbor,0529,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,46,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,900    FLINT                        AV,,33.7822,-118.2495
200605833,02/07/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1300,06,Hollywood,0622,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344 0385,34,M,H,707,GARAGE/CARPORT,,,IC,Invest Cont,331,,,,7200    HILLSIDE                     AV,,34.1046,-118.3461
200908879,04/24/2020 12:00:00 AM,02/05/2020 12:00:00 AM,0800,09,Van Nuys,0926,2,662,"BUNCO, GRAND THEFT",0100 0344 0924 1822,34,M,O,710,OTHER PREMISE,,,IC,Invest Cont,662,,,,14400    HAMLIN                       ST,,34.1887,-118.4465
200613265,07/30/2020 12:00:00 AM,07/29/2020 12:00:00 AM,0730,06,Hollywood,0628,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5900    CHULA VISTA                  WY,,34.1074,-118.3193
200204581,01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,2000,02,Rampart,0269,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 1606 0344,34,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,1200 W  8TH                          ST,,34.0496,-118.2677
200204599,01/12/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1610,02,Rampart,0237,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,37,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,W  3RD                          ST,WITMER,34.0591,-118.2635
200204602,01/13/2020 12:00:00 AM,01/13/2020 12:00:00 AM,0150,02,Rampart,0233,2,624,BATTERY - SIMPLE ASSAULT,0416 2024,39,F,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,JA,Juv Arrest,624,,,,200 S  LA FAYETTE PARK              PL,,34.0692,-118.2792
200204603,01/13/2020 12:00:00 AM,01/13/2020 12:00:00 AM,0150,02,Rampart,0233,2,624,BATTERY - SIMPLE ASSAULT,0913 0361 0416 2024,19,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,624,,,,200 S  LA FAYETTE PARK              PL,,34.0692,-118.2792
200204609,01/13/2020 12:00:00 AM,01/09/2020 12:00:00 AM,2000,02,Rampart,0238,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100    DOUGLAS                      ST,,34.0616,-118.2586
